Dataset,Vox_ID,VGGFace2_ID,Celebrity_Name,Gender,Nationality_Country,Audio_Preset_Folder,Audio_Sample_Path
VoxCeleb2,N/A,n004398,Juan Pablo Ángel,Male,Global (Multi-National),vox_n004398_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004398_male\reference.wav
VoxCeleb2,N/A,n004401,Juan Sebastián Verón,Male,Global (Multi-National),vox_n004401_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004401_male\reference.wav
VoxCeleb2,N/A,n004403,Juan Williams,Male,Global (Multi-National),vox_n004403_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004403_male\reference.wav
VoxCeleb2,N/A,n004404,Jud Tylor,Female,Global (Multi-National),vox_n004404_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004404_female\reference.wav
VoxCeleb2,N/A,n004405,Judah Friedlander,Male,Global (Multi-National),vox_n004405_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004405_male\reference.wav
VoxCeleb2,N/A,n004406,Judd Trump,Male,Global (Multi-National),vox_n004406_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004406_male\reference.wav
VoxCeleb2,N/A,n004407,Jude Law,Male,Global (Multi-National),vox_n004407_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004407_male\reference.wav
VoxCeleb2,N/A,n004408,Judi Dench,Female,Global (Multi-National),vox_n004408_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004408_female\reference.wav
VoxCeleb2,N/A,n004412,Judith Rakers,Female,Global (Multi-National),vox_n004412_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004412_female\reference.wav
VoxCeleb2,N/A,n004413,Judy Ann Santos,Female,Global (Multi-National),vox_n004413_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004413_female\reference.wav
VoxCeleb2,N/A,n004414,Judy Greer,Female,Global (Multi-National),vox_n004414_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004414_female\reference.wav
VoxCeleb2,N/A,n004415,Judy Reyes,Female,Global (Multi-National),vox_n004415_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004415_female\reference.wav
VoxCeleb2,N/A,n004416,Juggan Kazim,Female,Global (Multi-National),vox_n004416_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004416_female\reference.wav
VoxCeleb2,N/A,n004417,Juhani Tamminen,Male,Global (Multi-National),vox_n004417_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004417_male\reference.wav
VoxCeleb2,N/A,n004418,Juhi Chawla,Female,Global (Multi-National),vox_n004418_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004418_female\reference.wav
VoxCeleb2,N/A,n004419,Jujubee,Female,Global (Multi-National),vox_n004419_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004419_female\reference.wav
VoxCeleb2,N/A,n004420,Jules Bianchi,Male,Global (Multi-National),vox_n004420_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004420_male\reference.wav
VoxCeleb2,N/A,n004421,Juli Inkster,Female,Global (Multi-National),vox_n004421_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004421_female\reference.wav
VoxCeleb2,N/A,n004422,Julia Gillard,Female,Global (Multi-National),vox_n004422_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004422_female\reference.wav
VoxCeleb2,N/A,n004423,Julia Glushko,Female,Global (Multi-National),vox_n004423_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004423_female\reference.wav
VoxCeleb2,N/A,n004424,Julia Görges,Female,Global (Multi-National),vox_n004424_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004424_female\reference.wav
VoxCeleb2,N/A,n004426,Julia Klöckner,Female,Global (Multi-National),vox_n004426_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004426_female\reference.wav
VoxCeleb2,N/A,n004427,Julia Mancuso,Female,Global (Multi-National),vox_n004427_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004427_female\reference.wav
VoxCeleb2,N/A,n004428,Julia Montes,Female,Global (Multi-National),vox_n004428_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004428_female\reference.wav
VoxCeleb2,N/A,n004429,Julia Ormond,Female,Global (Multi-National),vox_n004429_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004429_female\reference.wav
VoxCeleb2,N/A,n004431,Julia Sawalha,Female,Global (Multi-National),vox_n004431_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004431_female\reference.wav
VoxCeleb2,N/A,n004432,Julia Voth,Female,Global (Multi-National),vox_n004432_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004432_female\reference.wav
VoxCeleb2,N/A,n004433,Julian Baumgartlinger,Male,Global (Multi-National),vox_n004433_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004433_male\reference.wav
VoxCeleb2,N/A,n004435,Julian Richings,Male,Global (Multi-National),vox_n004435_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004435_male\reference.wav
VoxCeleb2,N/A,n004436,Juliana Kanyomozi,Female,Global (Multi-National),vox_n004436_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004436_female\reference.wav
VoxCeleb2,N/A,n004440,Julianne Michelle,Female,Global (Multi-National),vox_n004440_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004440_female\reference.wav
VoxCeleb2,N/A,n004441,Juliano Cazarre,Male,Global (Multi-National),vox_n004441_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004441_male\reference.wav
VoxCeleb2,N/A,n004442,Julie Benz,Female,Global (Multi-National),vox_n004442_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004442_female\reference.wav
VoxCeleb2,N/A,n004443,Julie Bowen,Female,Global (Multi-National),vox_n004443_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004443_female\reference.wav
VoxCeleb2,N/A,n004444,Julie Depardieu,Female,Global (Multi-National),vox_n004444_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004444_female\reference.wav
VoxCeleb2,N/A,n004445,Julie Estelle,Female,Global (Multi-National),vox_n004445_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004445_female\reference.wav
VoxCeleb2,N/A,n004446,Julie Gayet,Female,Global (Multi-National),vox_n004446_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004446_female\reference.wav
VoxCeleb2,N/A,n004448,Julie Hesmondhalgh,Female,Global (Multi-National),vox_n004448_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004448_female\reference.wav
VoxCeleb2,N/A,n004449,Julie Piétri,Female,Global (Multi-National),vox_n004449_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004449_female\reference.wav
VoxCeleb2,N/A,n004450,Julie Taton,Female,Global (Multi-National),vox_n004450_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004450_female\reference.wav
VoxCeleb2,N/A,n004451,Julie Taymor,Female,Global (Multi-National),vox_n004451_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004451_female\reference.wav
VoxCeleb2,N/A,n004452,Julien Doré,Male,Global (Multi-National),vox_n004452_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004452_male\reference.wav
VoxCeleb2,N/A,n004454,Julien Lepers,Male,Global (Multi-National),vox_n004454_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004454_male\reference.wav
VoxCeleb2,N/A,n004455,Juliet Huddy,Female,Global (Multi-National),vox_n004455_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004455_female\reference.wav
VoxCeleb2,N/A,n004457,Juliette Binoche,Female,Global (Multi-National),vox_n004457_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004457_female\reference.wav
VoxCeleb2,N/A,n004458,Julio César Chávez,Male,Global (Multi-National),vox_n004458_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004458_male\reference.wav
VoxCeleb2,N/A,n004459,Julio César Chávez,Male,Global (Multi-National),vox_n004459_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004459_male\reference.wav
VoxCeleb2,N/A,n004461,Julio Iglesias,Male,Global (Multi-National),vox_n004461_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004461_male\reference.wav
VoxCeleb2,N/A,n004462,Julio Iglesias,Male,Global (Multi-National),vox_n004462_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004462_male\reference.wav
VoxCeleb2,N/A,n004473,Jurnee Smollett,Female,Global (Multi-National),vox_n004473_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004473_female\reference.wav
VoxCeleb2,N/A,n004474,Justin Abdelkader,Male,Global (Multi-National),vox_n004474_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004474_male\reference.wav
VoxCeleb2,N/A,n004475,Justin Baldoni,Male,Global (Multi-National),vox_n004475_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004475_male\reference.wav
VoxCeleb2,N/A,n004476,Justin Bartha,Male,Global (Multi-National),vox_n004476_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004476_male\reference.wav
VoxCeleb2,N/A,n004477,Justin Bieber,Male,Global (Multi-National),vox_n004477_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004477_male\reference.wav
VoxCeleb2,N/A,n004478,Justin Chambers,Male,Global (Multi-National),vox_n004478_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004478_male\reference.wav
VoxCeleb2,N/A,n004480,Justin Gatlin,Male,Global (Multi-National),vox_n004480_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004480_male\reference.wav
VoxCeleb2,N/A,n004481,Justin Guarini,Male,Global (Multi-National),vox_n004481_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004481_male\reference.wav
VoxCeleb2,N/A,n004482,Justin Masterson,Male,Global (Multi-National),vox_n004482_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004482_male\reference.wav
VoxCeleb2,N/A,n004483,Justin Rose,Male,Global (Multi-National),vox_n004483_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004483_male\reference.wav
VoxCeleb2,N/A,n004484,Justin Townes Earle,Male,Global (Multi-National),vox_n004484_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004484_male\reference.wav
VoxCeleb2,N/A,n004485,Justin Trudeau,Male,Global (Multi-National),vox_n004485_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004485_male\reference.wav
VoxCeleb2,N/A,n004486,Justin Tuck,Male,Global (Multi-National),vox_n004486_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004486_male\reference.wav
VoxCeleb2,N/A,n004487,Justine Greening,Female,Global (Multi-National),vox_n004487_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004487_female\reference.wav
VoxCeleb2,N/A,n004488,Justine Henin,Female,Global (Multi-National),vox_n004488_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004488_female\reference.wav
VoxCeleb2,N/A,n004489,Jwala Gutta,Female,Global (Multi-National),vox_n004489_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004489_female\reference.wav
VoxCeleb2,N/A,n004490,Jyothika,Female,Global (Multi-National),vox_n004490_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004490_female\reference.wav
VoxCeleb2,N/A,n004492,Jyrki 69,Male,Global (Multi-National),vox_n004492_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004492_male\reference.wav
VoxCeleb2,N/A,n004493,Jyrki Katainen,Male,Global (Multi-National),vox_n004493_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004493_male\reference.wav
VoxCeleb2,N/A,n004494,Ján Figeľ,Male,Global (Multi-National),vox_n004494_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004494_male\reference.wav
VoxCeleb2,N/A,n004495,Ján Kozák,Male,Global (Multi-National),vox_n004495_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004495_male\reference.wav
VoxCeleb2,N/A,n004496,Ján Slota,Male,Global (Multi-National),vox_n004496_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004496_male\reference.wav
VoxCeleb2,N/A,n004497,Jérémie Renier,Male,Global (Multi-National),vox_n004497_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004497_male\reference.wav
VoxCeleb2,N/A,n004498,Jérémy Chardy,Male,Global (Multi-National),vox_n004498_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004498_male\reference.wav
VoxCeleb2,N/A,n004500,Jérémy Ménez,Male,Global (Multi-National),vox_n004500_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004500_male\reference.wav
VoxCeleb2,N/A,n004501,Jérémy Perbet,Male,Global (Multi-National),vox_n004501_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004501_male\reference.wav
VoxCeleb2,N/A,n004502,Jérémy Toulalan,Male,Global (Multi-National),vox_n004502_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004502_male\reference.wav
VoxCeleb2,N/A,n004503,Jérôme Cahuzac,Male,Global (Multi-National),vox_n004503_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004503_male\reference.wav
VoxCeleb2,N/A,n004504,Jérôme Fernandez,Male,Global (Multi-National),vox_n004504_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004504_male\reference.wav
VoxCeleb2,N/A,n004505,Jérôme Kerviel,Male,Global (Multi-National),vox_n004505_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004505_male\reference.wav
VoxCeleb2,N/A,n004507,Jürgen Drews,Male,Global (Multi-National),vox_n004507_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004507_male\reference.wav
VoxCeleb2,N/A,n004508,Jürgen Klopp,Male,Global (Multi-National),vox_n004508_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004508_male\reference.wav
VoxCeleb2,N/A,n004509,Jürgen Melzer,Male,Global (Multi-National),vox_n004509_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004509_male\reference.wav
VoxCeleb2,N/A,n004510,Jürgen Trittin,Male,Global (Multi-National),vox_n004510_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004510_male\reference.wav
VoxCeleb2,N/A,n004511,Jürgen Vogel,Male,Global (Multi-National),vox_n004511_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004511_male\reference.wav
VoxCeleb2,N/A,n004512,Jürgen von der Lippe,Male,Global (Multi-National),vox_n004512_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004512_male\reference.wav
VoxCeleb2,N/A,n004513,K-Maro,Male,Global (Multi-National),vox_n004513_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004513_male\reference.wav
VoxCeleb2,N/A,n004515,KC Concepcion,Female,Global (Multi-National),vox_n004515_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004515_female\reference.wav
VoxCeleb2,N/A,n004516,KRS-One,Male,Global (Multi-National),vox_n004516_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004516_male\reference.wav
VoxCeleb2,N/A,n004517,KT Tunstall,Female,Global (Multi-National),vox_n004517_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004517_female\reference.wav
VoxCeleb2,N/A,n004518,Kabir Bedi,Male,Global (Multi-National),vox_n004518_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004518_male\reference.wav
VoxCeleb2,N/A,n004519,Kacey Ainsworth,Female,Global (Multi-National),vox_n004519_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004519_female\reference.wav
VoxCeleb2,N/A,n004521,Kader Loth,Female,Global (Multi-National),vox_n004521_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004521_female\reference.wav
VoxCeleb2,N/A,n004522,Kai Greene,Male,Global (Multi-National),vox_n004522_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004522_male\reference.wav
VoxCeleb2,N/A,n004523,Kai Schumann,Male,Global (Multi-National),vox_n004523_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004523_male\reference.wav
VoxCeleb2,N/A,n004524,Kaiane Aldorino,Female,Global (Multi-National),vox_n004524_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004524_female\reference.wav
VoxCeleb2,N/A,n004525,Kailash Kher,Male,Global (Multi-National),vox_n004525_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004525_male\reference.wav
VoxCeleb2,N/A,n004526,Kaisa Mäkäräinen,Female,Global (Multi-National),vox_n004526_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004526_female\reference.wav
VoxCeleb2,N/A,n004527,Kaitlin Doubleday,Female,Global (Multi-National),vox_n004527_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004527_female\reference.wav
VoxCeleb2,N/A,n004528,Kajal Aggarwal,Female,Global (Multi-National),vox_n004528_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004528_female\reference.wav
VoxCeleb2,N/A,n004529,Kajol,Female,Global (Multi-National),vox_n004529_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004529_female\reference.wav
VoxCeleb2,N/A,n004530,Kakha Kaladze,Male,Global (Multi-National),vox_n004530_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004530_male\reference.wav
VoxCeleb2,N/A,n004533,Kalki Koechlin,Female,Global (Multi-National),vox_n004533_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004533_female\reference.wav
VoxCeleb2,N/A,n004535,Kamal Haasan,Male,Global (Multi-National),vox_n004535_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004535_male\reference.wav
VoxCeleb2,N/A,n004536,Kamal Nath,Male,Global (Multi-National),vox_n004536_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004536_male\reference.wav
VoxCeleb2,N/A,n004537,Kamala Harris,Female,Global (Multi-National),vox_n004537_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004537_female\reference.wav
VoxCeleb2,N/A,n004539,Kamie Crawford,Female,Global (Multi-National),vox_n004539_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004539_female\reference.wav
VoxCeleb2,N/A,n004541,Kamil Glik,Male,Global (Multi-National),vox_n004541_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004541_male\reference.wav
VoxCeleb2,N/A,n004542,Kamil Stoch,Male,Global (Multi-National),vox_n004542_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004542_male\reference.wav
VoxCeleb2,N/A,n004544,Kamya Panjabi,Female,Global (Multi-National),vox_n004544_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004544_female\reference.wav
VoxCeleb2,N/A,n004546,Kandyse McClure,Female,Global (Multi-National),vox_n004546_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004546_female\reference.wav
VoxCeleb2,N/A,n004548,Kang Ji-hwan,Male,Global (Multi-National),vox_n004548_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004548_male\reference.wav
VoxCeleb2,N/A,n004550,Kangin,Male,Global (Multi-National),vox_n004550_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004550_male\reference.wav
VoxCeleb2,N/A,n004551,Kangta,Male,Global (Multi-National),vox_n004551_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004551_male\reference.wav
VoxCeleb2,N/A,n004553,Kapil Sibal,Male,Global (Multi-National),vox_n004553_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004553_male\reference.wav
VoxCeleb2,N/A,n004554,Kara DioGuardi,Female,Global (Multi-National),vox_n004554_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004554_female\reference.wav
VoxCeleb2,N/A,n004555,Kara Hui,Female,Global (Multi-National),vox_n004555_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004555_female\reference.wav
VoxCeleb2,N/A,n004556,Kara Killmer,Female,Global (Multi-National),vox_n004556_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004556_female\reference.wav
VoxCeleb2,N/A,n004558,Kara Scott,Female,Global (Multi-National),vox_n004558_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004558_female\reference.wav
VoxCeleb2,N/A,n004559,Karan Johar,Male,Global (Multi-National),vox_n004559_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004559_male\reference.wav
VoxCeleb2,N/A,n004560,Karan Mehra,Male,Global (Multi-National),vox_n004560_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004560_male\reference.wav
VoxCeleb2,N/A,n004561,Karan Tacker,Male,Global (Multi-National),vox_n004561_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004561_male\reference.wav
VoxCeleb2,N/A,n004562,Karan Wahi,Male,Global (Multi-National),vox_n004562_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004562_male\reference.wav
VoxCeleb2,N/A,n004563,Kareena Kapoor Khan,Female,Global (Multi-National),vox_n004563_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004563_female\reference.wav
VoxCeleb2,N/A,n004564,Karekin II,Male,Global (Multi-National),vox_n004564_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004564_male\reference.wav
VoxCeleb2,N/A,n004565,Karel Schwarzenberg,Male,Global (Multi-National),vox_n004565_male,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004565_male\reference.wav
VoxCeleb2,N/A,n004566,Karen Carney,Female,Global (Multi-National),vox_n004566_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004566_female\reference.wav
VoxCeleb2,N/A,n004568,Karen Fairchild,Female,Global (Multi-National),vox_n004568_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004568_female\reference.wav
VoxCeleb2,N/A,n004569,Karen Gillan,Female,Global (Multi-National),vox_n004569_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004569_female\reference.wav
VoxCeleb2,N/A,n004570,Karen Hassan,Female,Global (Multi-National),vox_n004570_female,U:\Reel-Maker-Antigravity-Locallly-no-8n\scripts\models\ChatterboxVox2Samples\vox_n004570_female\reference.wav
